key,value,date
DGROC,0.00,15/03/2014
DGROC,0.00,16/03/2014
DGROC,0.00,17/03/2014
DGROC,0.00,18/03/2014
DGROC,0.00,19/03/2014
DGROC,0.00,20/03/2014
DGROC,0.00,21/03/2014
DGROC,0.00,22/03/2014
DGROC,0.00,23/03/2014
DGROC,0.00,24/03/2014
DGROC,0.00,25/03/2014
DGROC,0.00,26/03/2014
DGROC,0.00,27/03/2014
DGROC,0.00,28/03/2014
DGROC,0.00,29/03/2014
DGROC,0.00,30/03/2014
DGROC,0.00,31/03/2014
DGROC,0.00,01/04/2014
DGROC,0.00,02/04/2014
DGROC,0.00,03/04/2014
DGROC,0.00,04/04/2014
DGROC,0.00,05/04/2014
DGROC,0.00,06/04/2014
DGROC,0.00,07/04/2014
DGROC,0.00,08/04/2014
DGROC,0.00,09/04/2014
DGROC,0.00,10/04/2014
DGROC,0.00,11/04/2014
DGROC,0.00,12/04/2014
DGROC,0.00,13/04/2014
DGROC,0.00,14/04/2014
DGROC,0.00,15/04/2014
DGROC,0.00,16/04/2014
DGROC,0.00,17/04/2014
DGROC,0.00,18/04/2014
DGROC,0.00,19/04/2014
DGROC,0.00,20/04/2014
DGROC,0.00,21/04/2014
DGROC,0.00,22/04/2014
DGROC,0.00,23/04/2014
DGROC,0.00,24/04/2014
DGROC,0.00,25/04/2014
DGROC,0.00,26/04/2014
DGROC,0.00,27/04/2014
DGROC,0.00,28/04/2014
DGROC,0.00,29/04/2014
DGROC,0.00,30/04/2014
DGROC,0.00,01/05/2014
DGROC,0.00,02/05/2014
DGROC,0.00,03/05/2014
DGROC,0.00,04/05/2014
DGROC,0.00,05/05/2014
DGROC,0.00,06/05/2014
DGROC,0.00,07/05/2014
DGROC,0.00,08/05/2014
DGROC,0.00,09/05/2014
DGROC,0.00,10/05/2014
DGROC,0.00,11/05/2014
DGROC,0.00,12/05/2014
DGROC,0.00,13/05/2014
DGROC,0.00,14/05/2014
DGROC,0.00,15/05/2014
DGROC,0.00,16/05/2014
DGROC,0.00,17/05/2014
DGROC,0.00,18/05/2014
DGROC,0.00,19/05/2014
DGROC,0.00,20/05/2014
DGROC,0.00,21/05/2014
DGROC,0.00,22/05/2014
DGROC,0.00,23/05/2014
DGROC,0.00,24/05/2014
DGROC,0.00,25/05/2014
DGROC,0.00,26/05/2014
DGROC,0.00,27/05/2014
DGROC,0.00,28/05/2014
DGROC,0.00,29/05/2014
DGROC,0.00,30/05/2014
DGROC,0.00,31/05/2014
DGROC,0.00,01/06/2014
DGROC,0.00,02/06/2014
DGROC,0.00,03/06/2014
DGROC,0.00,04/06/2014
DGROC,0.00,05/06/2014
DGROC,0.00,06/06/2014
DGROC,0.00,07/06/2014
DGROC,0.00,08/06/2014
DGROC,0.00,09/06/2014
DGROC,0.00,10/06/2014
DGROC,0.00,11/06/2014
DGROC,0.00,12/06/2014
DGROC,0.00,13/06/2014
DGROC,0.00,14/06/2014
DGROC,0.00,15/06/2014
DGROC,0.00,16/06/2014
DGROC,0.00,17/06/2014
DGROC,0.00,18/06/2014
DGROC,0.00,19/06/2014
DGROC,0.00,20/06/2014
DGROC,0.00,21/06/2014
DGROC,0.00,22/06/2014
DGROC,0.00,23/06/2014
DGROC,0.00,24/06/2014
DGROC,0.00,25/06/2014
DGROC,0.00,26/06/2014
DGROC,0.00,27/06/2014
DGROC,0.00,28/06/2014
DGROC,0.00,29/06/2014
DGROC,0.00,30/06/2014
DGROC,0.00,01/07/2014
DGROC,0.00,02/07/2014
DGROC,0.00,03/07/2014
DGROC,0.00,04/07/2014
DGROC,0.00,05/07/2014
DGROC,0.00,06/07/2014
DGROC,0.00,07/07/2014
DGROC,0.00,08/07/2014
DGROC,0.00,09/07/2014
DGROC,0.00,10/07/2014
DGROC,0.00,11/07/2014
DGROC,0.00,12/07/2014
DGROC,0.00,13/07/2014
DGROC,0.00,14/07/2014
DGROC,0.00,15/07/2014
DGROC,0.00,16/07/2014
DGROC,0.00,17/07/2014
DGROC,0.00,18/07/2014
DGROC,0.00,19/07/2014
DGROC,0.00,20/07/2014
DGROC,0.00,21/07/2014
DGROC,0.00,22/07/2014
DGROC,0.00,23/07/2014
DGROC,0.00,24/07/2014
DGROC,0.00,25/07/2014
DGROC,0.00,26/07/2014
DGROC,0.00,27/07/2014
DGROC,0.00,28/07/2014
DGROC,0.00,29/07/2014
DGROC,0.00,30/07/2014
DGROC,0.00,31/07/2014
DGROC,0.00,01/08/2014
DGROC,0.00,02/08/2014
DGROC,0.00,03/08/2014
DGROC,0.00,04/08/2014
DGROC,0.00,05/08/2014
DGROC,0.00,06/08/2014
DGROC,0.00,07/08/2014
DGROC,0.00,08/08/2014
DGROC,0.00,09/08/2014
DGROC,0.00,10/08/2014
DGROC,0.00,11/08/2014
DGROC,0.00,12/08/2014
DGROC,0.00,13/08/2014
DGROC,0.00,14/08/2014
DGROC,0.00,15/08/2014
DGROC,0.00,16/08/2014
DGROC,0.00,17/08/2014
DGROC,0.00,18/08/2014
DGROC,0.00,19/08/2014
DGROC,0.00,20/08/2014
DGROC,0.00,21/08/2014
DGROC,0.00,22/08/2014
DGROC,0.00,23/08/2014
DGROC,0.00,24/08/2014
DGROC,0.00,25/08/2014
DGROC,0.00,26/08/2014
DGROC,0.00,27/08/2014
DGROC,0.00,28/08/2014
DGROC,0.00,29/08/2014
DGROC,0.00,30/08/2014
DGROC,0.00,31/08/2014
DGROC,0.00,01/09/2014
DGROC,0.00,02/09/2014
DGROC,0.00,03/09/2014
DGROC,0.00,04/09/2014
DGROC,0.00,05/09/2014
DGROC,0.00,06/09/2014
DGROC,0.00,07/09/2014
DGROC,0.00,08/09/2014
DGROC,0.00,09/09/2014
DGROC,0.00,10/09/2014
DGROC,0.00,11/09/2014
DGROC,0.00,12/09/2014
DGROC,0.00,13/09/2014
DGROC,0.00,14/09/2014
DGROC,0.00,15/09/2014
DGROC,0.00,16/09/2014
DGROC,0.00,17/09/2014
DGROC,0.00,18/09/2014
DGROC,0.00,19/09/2014
DGROC,0.00,20/09/2014
DGROC,0.00,21/09/2014
DGROC,0.00,22/09/2014
DGROC,0.00,23/09/2014
DGROC,0.00,24/09/2014
DGROC,0.00,25/09/2014
DGROC,0.00,26/09/2014
DGROC,0.00,27/09/2014
DGROC,0.00,28/09/2014
DGROC,0.00,29/09/2014
DGROC,0.00,30/09/2014
DGROC,0.00,01/10/2014
DGROC,0.00,02/10/2014
DGROC,0.00,03/10/2014
DGROC,0.00,04/10/2014
DGROC,0.00,05/10/2014
DGROC,0.00,06/10/2014
DGROC,0.00,07/10/2014
DGROC,0.00,08/10/2014
DGROC,0.00,09/10/2014
DGROC,0.00,10/10/2014
DGROC,0.00,11/10/2014
DGROC,0.00,12/10/2014
DGROC,0.00,13/10/2014
DGROC,0.00,14/10/2014
DGROC,0.00,15/10/2014
DGROC,0.00,16/10/2014
DGROC,0.00,17/10/2014
DGROC,0.00,18/10/2014
DGROC,0.00,19/10/2014
DGROC,0.00,20/10/2014
DGROC,0.00,21/10/2014
DGROC,0.00,22/10/2014
DGROC,0.00,23/10/2014
DGROC,0.00,24/10/2014
DGROC,0.00,25/10/2014
DGROC,0.00,26/10/2014
DGROC,0.00,27/10/2014
DGROC,0.00,28/10/2014
DGROC,0.00,29/10/2014
DGROC,0.00,30/10/2014
DGROC,0.00,31/10/2014
DGROC,0.00,01/11/2014
DGROC,0.00,02/11/2014
DGROC,0.00,03/11/2014
DGROC,0.00,04/11/2014
DGROC,0.00,05/11/2014
DGROC,0.00,06/11/2014
DGROC,0.00,07/11/2014
DGROC,0.00,08/11/2014
DGROC,0.00,09/11/2014
DGROC,0.00,10/11/2014
DGROC,0.00,11/11/2014
DGROC,0.00,12/11/2014
DGROC,0.00,13/11/2014
DGROC,0.00,14/11/2014
DGROC,0.00,15/11/2014
DGROC,0.00,16/11/2014
DGROC,0.00,17/11/2014
DGROC,0.00,18/11/2014
DGROC,0.00,19/11/2014
DGROC,0.00,20/11/2014
DGROC,0.00,21/11/2014
DGROC,0.00,22/11/2014
DGROC,0.00,23/11/2014
DGROC,0.00,24/11/2014
DGROC,0.00,25/11/2014
DGROC,0.00,26/11/2014
DGROC,0.00,27/11/2014
DGROC,0.00,28/11/2014
DGROC,0.00,29/11/2014
DGROC,0.00,30/11/2014
DGROC,0.00,01/12/2014
DGROC,0.00,02/12/2014
DGROC,0.00,03/12/2014
DGROC,0.00,04/12/2014
DGROC,0.00,05/12/2014
DGROC,0.00,06/12/2014
DGROC,0.00,07/12/2014
DGROC,0.00,08/12/2014
DGROC,0.00,09/12/2014
DGROC,0.00,10/12/2014
DGROC,0.00,11/12/2014
DGROC,0.00,12/12/2014
DGROC,0.00,13/12/2014
DGROC,0.00,14/12/2014
DGROC,0.00,15/12/2014
DGROC,0.00,16/12/2014
DGROC,0.00,17/12/2014
DGROC,0.00,18/12/2014
DGROC,0.00,19/12/2014
DGROC,0.00,20/12/2014
DGROC,0.00,21/12/2014
DGROC,0.00,22/12/2014
DGROC,0.00,23/12/2014
DGROC,0.00,24/12/2014
DGROC,0.00,25/12/2014
DGROC,0.00,26/12/2014
DGROC,0.00,27/12/2014
DGROC,0.00,28/12/2014
DGROC,0.00,29/12/2014
DGROC,0.00,30/12/2014
DGROC,0.00,31/12/2014
DTACONT,0.00,01/01/2013
DTACONT,0.00,02/01/2013
DTACONT,0.00,03/01/2013
DTACONT,0.00,04/01/2013
DTACONT,0.00,05/01/2013
DTACONT,0.00,06/01/2013
DTACONT,0.00,07/01/2013
DTACONT,0.00,08/01/2013
DTACONT,0.00,09/01/2013
DTACONT,0.00,10/01/2013
DTACONT,0.00,11/01/2013
DTACONT,0.00,12/01/2013
DTACONT,0.00,13/01/2013
DTACONT,0.00,14/01/2013
DTACONT,0.00,15/01/2013
DTACONT,0.00,16/01/2013
DTACONT,0.00,17/01/2013
DTACONT,0.00,18/01/2013
DTACONT,0.00,19/01/2013
DTACONT,0.00,20/01/2013
DTACONT,0.00,21/01/2013
DTACONT,0.00,22/01/2013
DTACONT,0.00,23/01/2013
DTACONT,0.00,24/01/2013
DTACONT,0.00,25/01/2013
DTACONT,0.00,26/01/2013
DTACONT,0.00,27/01/2013
DTACONT,0.00,28/01/2013
DTACONT,0.00,29/01/2013
DTACONT,0.00,30/01/2013
DTACONT,0.00,31/01/2013
DTACONT,0.00,01/02/2013
DTACONT,0.00,02/02/2013
DTACONT,0.00,03/02/2013
DTACONT,0.00,04/02/2013
DTACONT,0.00,05/02/2013
DTACONT,0.00,06/02/2013
DTACONT,0.00,07/02/2013
DTACONT,0.00,08/02/2013
DTACONT,0.00,09/02/2013
DTACONT,0.00,10/02/2013
DTACONT,0.00,11/02/2013
DTACONT,0.00,12/02/2013
DTACONT,0.00,13/02/2013
DTACONT,0.00,14/02/2013
DTACONT,0.00,15/02/2013
DTACONT,0.00,16/02/2013
DTACONT,0.00,17/02/2013
DTACONT,0.00,18/02/2013
DTACONT,0.00,19/02/2013
DTACONT,0.00,20/02/2013
DTACONT,0.00,21/02/2013
DTACONT,0.00,22/02/2013
DTACONT,0.00,23/02/2013
DTACONT,0.00,24/02/2013
DTACONT,0.00,25/02/2013
DTACONT,0.00,26/02/2013
DTACONT,0.00,27/02/2013
DTACONT,0.00,28/02/2013
DTACONT,0.00,01/03/2013
DTACONT,0.00,02/03/2013
DTACONT,0.00,03/03/2013
DTACONT,0.00,04/03/2013
DTACONT,0.00,05/03/2013
DTACONT,0.00,06/03/2013
DTACONT,0.00,07/03/2013
DTACONT,0.00,08/03/2013
DTACONT,0.00,09/03/2013
DTACONT,0.00,10/03/2013
DTACONT,0.00,11/03/2013
DTACONT,0.00,12/03/2013
DTACONT,0.00,13/03/2013
DTACONT,0.00,14/03/2013
DTACONT,0.00,15/03/2013
DTACONT,0.00,16/03/2013
DTACONT,0.00,17/03/2013
DTACONT,0.00,18/03/2013
DTACONT,0.00,19/03/2013
DTACONT,0.00,20/03/2013
DTACONT,0.00,21/03/2013
DTACONT,0.00,22/03/2013
DTACONT,0.00,23/03/2013
DTACONT,0.00,24/03/2013
DTACONT,0.00,25/03/2013
DTACONT,0.00,26/03/2013
DTACONT,0.00,27/03/2013
DTACONT,0.00,28/03/2013
DTACONT,0.00,29/03/2013
DTACONT,0.00,30/03/2013
DTACONT,0.00,31/03/2013
DTACONT,0.00,01/04/2013
DTACONT,0.00,02/04/2013
DTACONT,0.00,03/04/2013
DTACONT,0.00,04/04/2013
DTACONT,0.00,05/04/2013
DTACONT,0.00,06/04/2013
DTACONT,0.00,07/04/2013
DTACONT,0.00,08/04/2013
DTACONT,0.00,09/04/2013
DTACONT,0.00,10/04/2013
DTACONT,0.00,11/04/2013
DTACONT,0.00,12/04/2013
DTACONT,0.00,13/04/2013
DTACONT,0.00,14/04/2013
DTACONT,0.00,15/04/2013
DTACONT,0.00,16/04/2013
DTACONT,0.00,17/04/2013
DTACONT,0.00,18/04/2013
DTACONT,0.00,19/04/2013
DTACONT,0.00,20/04/2013
DTACONT,0.00,21/04/2013
DTACONT,0.00,22/04/2013
DTACONT,0.00,23/04/2013
DTACONT,0.00,24/04/2013
DTACONT,0.00,25/04/2013
DTACONT,0.00,26/04/2013
DTACONT,0.00,27/04/2013
DTACONT,0.00,28/04/2013
DTACONT,0.00,29/04/2013
DTACONT,0.00,30/04/2013
DTACONT,0.00,01/05/2013
DTACONT,0.00,02/05/2013
DTACONT,0.00,03/05/2013
DTACONT,0.00,04/05/2013
DTACONT,0.00,05/05/2013
DTACONT,0.00,06/05/2013
DTACONT,0.00,07/05/2013
DTACONT,0.00,08/05/2013
DTACONT,0.00,09/05/2013
DTACONT,0.00,10/05/2013
DTACONT,0.00,11/05/2013
DTACONT,0.00,12/05/2013
DTACONT,0.00,13/05/2013
DTACONT,0.00,14/05/2013
DTACONT,0.00,15/05/2013
DTACONT,0.00,16/05/2013
DTACONT,0.00,17/05/2013
DTACONT,0.00,18/05/2013
DTACONT,0.00,19/05/2013
DTACONT,0.00,20/05/2013
DTACONT,0.00,21/05/2013
DTACONT,0.00,22/05/2013
DTACONT,0.00,23/05/2013
DTACONT,0.00,24/05/2013
DTACONT,0.00,25/05/2013
DTACONT,0.00,26/05/2013
DTACONT,0.00,27/05/2013
DTACONT,0.00,28/05/2013
DTACONT,0.00,29/05/2013
DTACONT,0.00,30/05/2013
DTACONT,0.00,31/05/2013
DTACONT,0.00,01/06/2013
DTACONT,0.00,02/06/2013
DTACONT,0.00,03/06/2013
DTACONT,0.00,04/06/2013
DTACONT,0.00,05/06/2013
DTACONT,0.00,06/06/2013
DTACONT,0.00,07/06/2013
DTACONT,0.00,08/06/2013
DTACONT,0.00,09/06/2013
DTACONT,0.00,10/06/2013
DTACONT,0.00,11/06/2013
DTACONT,0.00,12/06/2013
DTACONT,0.00,13/06/2013
DTACONT,0.00,14/06/2013
DTACONT,0.00,15/06/2013
DTACONT,0.00,16/06/2013
DTACONT,0.00,17/06/2013
DTACONT,0.00,18/06/2013
DTACONT,0.00,19/06/2013
DTACONT,0.00,20/06/2013
DTACONT,0.00,21/06/2013
DTACONT,0.00,22/06/2013
DTACONT,0.00,23/06/2013
DTACONT,0.00,24/06/2013
DTACONT,0.00,25/06/2013
DTACONT,0.00,26/06/2013
DTACONT,0.00,27/06/2013
DTACONT,0.00,28/06/2013
DTACONT,0.00,29/06/2013
DTACONT,0.00,30/06/2013
DTACONT,0.00,01/07/2013
DTACONT,0.00,02/07/2013
DTACONT,0.00,03/07/2013
DTACONT,0.00,04/07/2013
DTACONT,0.00,05/07/2013
DTACONT,1.00,06/07/2013
DTACONT,1.00,07/07/2013
DTACONT,1.00,08/07/2013
DTACONT,1.00,09/07/2013
DTACONT,1.00,10/07/2013
DTACONT,1.00,11/07/2013
DTACONT,1.00,12/07/2013
DTACONT,0.00,13/07/2013
DTACONT,0.00,14/07/2013
DTACONT,0.00,15/07/2013
DTACONT,0.00,16/07/2013
DTACONT,1.00,17/07/2013
DTACONT,1.00,18/07/2013
DTACONT,2.00,19/07/2013
DTACONT,1.00,20/07/2013
DTACONT,1.00,21/07/2013
DTACONT,1.00,22/07/2013
DTACONT,1.00,23/07/2013
DTACONT,2.00,24/07/2013
DTACONT,2.00,25/07/2013
DTACONT,2.00,26/07/2013
DTACONT,2.00,27/07/2013
DTACONT,2.00,28/07/2013
DTACONT,2.00,29/07/2013
DTACONT,3.00,30/07/2013
DTACONT,2.00,31/07/2013
DTACONT,2.00,01/08/2013
DTACONT,2.00,02/08/2013
DTACONT,11.00,03/08/2013
DTACONT,11.00,04/08/2013
DTACONT,11.00,05/08/2013
DTACONT,7.00,06/08/2013
DTACONT,6.00,07/08/2013
DTACONT,5.00,08/08/2013
DTACONT,8.00,09/08/2013
DTACONT,1.00,10/08/2013
DTACONT,1.00,11/08/2013
DTACONT,1.00,12/08/2013
DTACONT,1.00,13/08/2013
DTACONT,1.00,14/08/2013
DTACONT,2.00,15/08/2013
DTACONT,3.00,16/08/2013
DTACONT,3.00,17/08/2013
DTACONT,3.00,18/08/2013
DTACONT,3.00,19/08/2013
DTACONT,3.00,20/08/2013
DTACONT,3.00,21/08/2013
DTACONT,3.00,22/08/2013
DTACONT,4.00,23/08/2013
DTACONT,2.00,24/08/2013
DTACONT,2.00,25/08/2013
DTACONT,2.00,26/08/2013
DTACONT,3.00,27/08/2013
DTACONT,2.00,28/08/2013
DTACONT,1.00,29/08/2013
DTACONT,14.00,30/08/2013
DTACONT,20.00,31/08/2013
DTACONT,20.00,01/09/2013
DTACONT,20.00,02/09/2013
DTACONT,49.00,03/09/2013
DTACONT,35.00,04/09/2013
DTACONT,14.00,05/09/2013
DTACONT,16.00,06/09/2013
DTACONT,5.00,07/09/2013
DTACONT,5.00,08/09/2013
DTACONT,5.00,09/09/2013
DTACONT,10.00,10/09/2013
DTACONT,29.00,11/09/2013
DTACONT,14.00,12/09/2013
DTACONT,20.00,13/09/2013
DTACONT,25.00,14/09/2013
DTACONT,25.00,15/09/2013
DTACONT,25.00,16/09/2013
DTACONT,26.00,17/09/2013
DTACONT,43.00,18/09/2013
DTACONT,22.00,19/09/2013
DTACONT,43.00,20/09/2013
DTACONT,48.00,21/09/2013
DTACONT,48.00,22/09/2013
DTACONT,48.00,23/09/2013
DTACONT,59.00,24/09/2013
DTACONT,31.00,25/09/2013
DTACONT,24.00,26/09/2013
DTACONT,33.00,27/09/2013
DTACONT,20.00,28/09/2013
DTACONT,20.00,29/09/2013
DTACONT,20.00,30/09/2013
DTACONT,34.00,01/10/2013
DTACONT,28.00,02/10/2013
DTACONT,26.00,03/10/2013
DTACONT,37.00,04/10/2013
DTACONT,44.00,05/10/2013
DTACONT,44.00,06/10/2013
DTACONT,44.00,07/10/2013
DTACONT,36.00,08/10/2013
DTACONT,33.00,09/10/2013
DTACONT,29.00,10/10/2013
DTACONT,85.00,11/10/2013
DTACONT,85.00,12/10/2013
DTACONT,85.00,13/10/2013
DTACONT,85.00,14/10/2013
DTACONT,85.00,15/10/2013
DTACONT,143.00,16/10/2013
DTACONT,135.00,17/10/2013
DTACONT,168.00,18/10/2013
DTACONT,203.00,19/10/2013
DTACONT,203.00,20/10/2013
DTACONT,203.00,21/10/2013
DTACONT,210.00,22/10/2013
DTACONT,227.00,23/10/2013
DTACONT,225.00,24/10/2013
DTACONT,211.00,25/10/2013
DTACONT,212.00,26/10/2013
DTACONT,212.00,27/10/2013
DTACONT,212.00,28/10/2013
DTACONT,205.00,29/10/2013
DTACONT,199.00,30/10/2013
DTACONT,202.00,31/10/2013
DTACONT,205.00,01/11/2013
DTACONT,191.00,02/11/2013
DTACONT,191.00,03/11/2013
DTACONT,191.00,04/11/2013
DTACONT,175.00,05/11/2013
DTACONT,207.00,06/11/2013
DTACONT,224.00,07/11/2013
DTACONT,206.00,08/11/2013
DTACONT,201.00,09/11/2013
DTACONT,201.00,10/11/2013
DTACONT,201.00,11/11/2013
DTACONT,99.00,12/11/2013
DTACONT,55.00,13/11/2013
DTACONT,34.00,14/11/2013
DTACONT,46.00,15/11/2013
DTACONT,142.00,16/11/2013
DTACONT,142.00,17/11/2013
DTACONT,142.00,18/11/2013
DTACONT,135.00,19/11/2013
DTACONT,110.00,20/11/2013
DTACONT,154.00,21/11/2013
DTACONT,155.00,22/11/2013
DTACONT,119.00,23/11/2013
DTACONT,119.00,24/11/2013
DTACONT,119.00,25/11/2013
DTACONT,119.00,26/11/2013
DTACONT,112.00,27/11/2013
DTACONT,113.00,28/11/2013
DTACONT,69.00,29/11/2013
DTACONT,91.00,30/11/2013
DTACONT,91.00,01/12/2013
DTACONT,91.00,02/12/2013
DTACONT,90.00,03/12/2013
DTACONT,90.00,04/12/2013
DTACONT,69.00,05/12/2013
DTACONT,145.00,06/12/2013
DTACONT,193.00,07/12/2013
DTACONT,193.00,08/12/2013
DTACONT,193.00,09/12/2013
DTACONT,260.00,10/12/2013
DTACONT,293.00,11/12/2013
DTACONT,321.00,12/12/2013
DTACONT,358.00,13/12/2013
DTACONT,375.00,14/12/2013
DTACONT,375.00,15/12/2013
DTACONT,375.00,16/12/2013
DTACONT,386.00,17/12/2013
DTACONT,464.00,18/12/2013
DTACONT,476.00,19/12/2013
DTACONT,464.00,20/12/2013
DTACONT,485.00,21/12/2013
DTACONT,485.00,22/12/2013
DTACONT,485.00,23/12/2013
DTACONT,485.00,24/12/2013
DTACONT,485.00,25/12/2013
DTACONT,485.00,26/12/2013
DTACONT,517.00,27/12/2013
DTACONT,479.00,28/12/2013
DTACONT,479.00,29/12/2013
DTACONT,479.00,30/12/2013
DTACONT,479.00,31/12/2013
DTACONT,479.00,01/01/2014
DTACONT,479.00,02/01/2014
DTACONT,528.00,03/01/2014
DTACONT,561.00,04/01/2014
DTACONT,561.00,05/01/2014
DTACONT,561.00,06/01/2014
DTACONT,597.00,07/01/2014
DTACONT,687.00,08/01/2014
DTACONT,631.00,09/01/2014
DTACONT,587.00,10/01/2014
DTACONT,565.00,11/01/2014
DTACONT,565.00,12/01/2014
DTACONT,565.00,13/01/2014
DTACONT,553.00,14/01/2014
DTACONT,491.00,15/01/2014
DTACONT,421.00,16/01/2014
DTACONT,423.00,17/01/2014
DTACONT,390.00,18/01/2014
DTACONT,390.00,19/01/2014
DTACONT,390.00,20/01/2014
DTACONT,338.00,21/01/2014
DTACONT,340.00,22/01/2014
DTACONT,287.00,23/01/2014
DTACONT,287.00,24/01/2014
DTACONT,279.00,25/01/2014
DTACONT,279.00,26/01/2014
DTACONT,279.00,27/01/2014
DTACONT,238.00,28/01/2014
DTACONT,161.00,29/01/2014
DTACONT,133.00,30/01/2014
DTACONT,137.00,31/01/2014
DTACONT,153.00,01/02/2014
DTACONT,153.00,02/02/2014
DTACONT,153.00,03/02/2014
DTACONT,149.00,04/02/2014
DTACONT,150.00,05/02/2014
DTACONT,147.00,06/02/2014
DTACONT,151.00,07/02/2014
DTACONT,182.00,08/02/2014
DTACONT,182.00,09/02/2014
DTACONT,182.00,10/02/2014
DTACONT,196.00,11/02/2014
DTACONT,145.00,12/02/2014
DTACONT,149.00,13/02/2014
DTACONT,157.00,14/02/2014
DTACONT,99.00,15/02/2014
DTACONT,99.00,16/02/2014
DTACONT,99.00,17/02/2014
DTACONT,89.00,18/02/2014
DTACONT,117.00,19/02/2014
DTACONT,129.00,20/02/2014
DTACONT,135.00,21/02/2014
DTACONT,81.00,22/02/2014
DTACONT,81.00,23/02/2014
DTACONT,81.00,24/02/2014
DTACONT,86.00,25/02/2014
DTACONT,115.00,26/02/2014
DTACONT,130.00,27/02/2014
DTACONT,131.00,28/02/2014
DTACONT,121.00,01/03/2014
DTACONT,121.00,02/03/2014
DTACONT,121.00,03/03/2014
DTACONT,121.00,04/03/2014
DTACONT,121.00,05/03/2014
DTACONT,84.00,06/03/2014
DTACONT,93.00,07/03/2014
DTACONT,101.00,08/03/2014
DTACONT,101.00,09/03/2014
DTACONT,101.00,10/03/2014
DTACONT,87.00,11/03/2014
DTACONT,126.00,12/03/2014
DTACONT,114.00,13/03/2014
DTACONT,126.00,14/03/2014
DTACONT,150.00,15/03/2014
DTACONT,150.00,16/03/2014
DTACONT,150.00,17/03/2014
DTACONT,121.00,18/03/2014
DTACONT,119.00,19/03/2014
DTACONT,135.00,20/03/2014
DTACONT,161.00,21/03/2014
DTACONT,155.00,22/03/2014
DTACONT,155.00,23/03/2014
DTACONT,155.00,24/03/2014
DTACONT,155.00,25/03/2014
DTACONT,124.00,26/03/2014
DTACONT,132.00,27/03/2014
DTACONT,138.00,28/03/2014
DTACONT,161.00,29/03/2014
DTACONT,161.00,30/03/2014
DTACONT,160.00,31/03/2014
DTACONT,168.00,01/04/2014
DTACONT,165.00,02/04/2014
DTACONT,165.00,03/04/2014
DTACONT,180.00,04/04/2014
DTACONT,161.00,05/04/2014
DTACONT,161.00,06/04/2014
DTACONT,161.00,07/04/2014
DTACONT,157.00,08/04/2014
DTACONT,199.00,09/04/2014
DTACONT,174.00,10/04/2014
DTACONT,174.00,11/04/2014
DTACONT,164.00,12/04/2014
DTACONT,164.00,13/04/2014
DTACONT,164.00,14/04/2014
DTACONT,148.00,15/04/2014
DTACONT,189.00,16/04/2014
DTACONT,184.00,17/04/2014
DTACONT,184.00,18/04/2014
DTACONT,184.00,19/04/2014
DTACONT,184.00,20/04/2014
DTACONT,184.00,21/04/2014
DTACONT,195.00,22/04/2014
DTACONT,206.00,23/04/2014
DTACONT,210.00,24/04/2014
DTACONT,196.00,25/04/2014
DTACONT,154.00,26/04/2014
DTACONT,154.00,27/04/2014
DTACONT,154.00,28/04/2014
DTACONT,131.00,29/04/2014
DTACONT,169.00,30/04/2014
DTACONT,169.00,01/05/2014
DTACONT,169.00,02/05/2014
DTACONT,169.00,03/05/2014
DTACONT,169.00,04/05/2014
DTACONT,169.00,05/05/2014
DTACONT,211.00,06/05/2014
DTACONT,210.00,07/05/2014
DTACONT,214.00,08/05/2014
DTACONT,233.00,09/05/2014
DTACONT,234.00,10/05/2014
DTACONT,234.00,11/05/2014
DTACONT,234.00,12/05/2014
DTACONT,218.00,13/05/2014
DTACONT,210.00,14/05/2014
DTACONT,201.00,15/05/2014
DTACONT,203.00,16/05/2014
DTACONT,209.00,17/05/2014
DTACONT,209.00,18/05/2014
DTACONT,209.00,19/05/2014
DTACONT,222.00,20/05/2014
DTACONT,246.00,21/05/2014
DTACONT,252.00,22/05/2014
DTACONT,269.00,23/05/2014
DTACONT,250.00,24/05/2014
DTACONT,250.00,25/05/2014
DTACONT,250.00,26/05/2014
DTACONT,240.00,27/05/2014
DTACONT,256.00,28/05/2014
DTACONT,261.00,29/05/2014
DTACONT,270.00,30/05/2014
DTACONT,198.00,31/05/2014
DTACONT,198.00,01/06/2014
DTACONT,198.00,02/06/2014
DTACONT,188.00,03/06/2014
DTACONT,204.00,04/06/2014
DTACONT,235.00,05/06/2014
DTACONT,217.00,06/06/2014
DTACONT,199.00,07/06/2014
DTACONT,199.00,08/06/2014
DTACONT,199.00,09/06/2014
DTACONT,220.00,10/06/2014
DTACONT,222.00,11/06/2014
DTACONT,240.00,12/06/2014
DTACONT,235.00,13/06/2014
DTACONT,246.00,14/06/2014
DTACONT,246.00,15/06/2014
DTACONT,246.00,16/06/2014
DTACONT,224.00,17/06/2014
DTACONT,218.00,18/06/2014
DTACONT,246.00,19/06/2014
DTACONT,247.00,20/06/2014
DTACONT,247.00,21/06/2014
DTACONT,247.00,22/06/2014
DTACONT,247.00,23/06/2014
DTACONT,282.00,24/06/2014
DTACONT,298.00,25/06/2014
DTACONT,310.00,26/06/2014
DTACONT,321.00,27/06/2014
DTACONT,301.00,28/06/2014
DTACONT,301.00,29/06/2014
DTACONT,301.00,30/06/2014
DTACONT,284.00,01/07/2014
DTACONT,292.00,02/07/2014
